package_name,target_sdk,min_sdk,package_len,dangerous_permissions_count,has_hardcoded_secret,exported_components_count,debuggable,api_getDeviceId_count,api_sendSms_count,network_domains_count,domain_entropy,uses_http,label
com.example.app394,29,17,18,4,0,4,0,2,0,1,3.802,0,1
com.example.app395,30,18,18,2,0,5,0,4,0,7,2.336,0,1
com.example.app396,29,18,18,4,0,4,1,0,0,3,4.035,0,1
com.example.app397,21,18,18,4,0,4,0,4,0,6,2.303,0,1
com.example.app398,26,19,18,2,0,2,0,3,0,7,4.224,0,0
com.example.app399,28,18,18,2,0,2,0,3,0,1,2.198,0,0
com.example.app400,29,17,18,4,0,3,0,2,1,5,3.87,0,1
com.example.app401,31,18,18,2,0,1,0,3,1,1,2.526,0,0
com.example.app402,21,15,18,8,1,6,0,5,0,4,4.345,1,1
com.example.app403,30,17,18,3,0,3,0,0,1,0,2.088,0,0
com.example.app404,29,18,18,8,0,4,0,4,1,2,3.477,0,1
com.example.app405,30,19,18,4,0,3,0,4,0,5,3.031,1,1
com.example.app406,19,15,18,2,0,3,0,3,0,7,2.749,0,0
com.example.app407,28,19,18,0,0,1,0,2,0,2,3.787,0,0
com.example.app408,30,16,18,1,0,1,0,3,1,10,2.68,0,0
com.example.app409,28,18,18,1,0,2,0,2,0,9,3.23,0,0
com.example.app410,23,15,18,0,0,0,0,0,0,0,2.582,1,0
com.example.app411,31,16,18,6,0,6,0,1,1,0,2.826,0,1
com.example.app412,23,15,18,6,1,3,0,6,0,6,4.871,1,1
com.example.app413,26,18,18,3,0,0,0,3,0,10,4.455,0,0
com.example.app414,28,17,18,0,0,4,0,1,1,3,2.901,1,1
com.example.app415,26,15,18,6,0,1,0,2,0,3,2.022,1,1
com.example.app416,31,21,18,5,0,1,0,0,1,10,2.15,0,0
com.example.app417,23,21,18,1,0,1,0,2,1,5,4.014,0,0
com.example.app418,26,15,18,5,0,2,0,2,0,4,3.357,0,1
com.example.app419,23,19,18,5,0,2,0,2,1,2,2.172,1,1
com.example.app420,28,17,18,5,0,6,0,1,0,0,3.549,0,1
com.example.app421,26,17,18,8,0,1,0,2,1,9,2.708,0,1
com.example.app422,29,15,18,8,0,0,0,0,1,3,2.268,0,0
com.example.app423,19,19,18,7,0,5,0,0,0,1,2.033,0,1
com.example.app424,31,15,18,0,0,5,0,2,0,0,4.059,0,0
com.example.app425,19,21,18,4,1,1,0,2,1,8,3.763,0,1
com.example.app426,26,19,18,8,0,3,0,3,1,10,3.147,0,1
com.example.app427,21,16,18,8,0,2,0,2,1,5,4.256,0,1
com.example.app428,29,17,18,6,0,2,0,2,0,8,4.315,0,1
com.example.app429,31,18,18,0,0,2,0,2,1,4,2.016,0,0
com.example.app430,26,17,18,4,0,4,0,4,0,0,3.151,1,1
com.example.app431,28,17,18,3,0,2,0,1,1,1,3.809,0,0
com.example.app432,23,18,18,4,1,6,0,2,0,5,3.67,0,1
com.example.app433,30,15,18,0,0,5,0,1,0,8,3.412,0,0
com.example.app434,26,16,18,6,0,6,0,2,0,4,3.966,1,1
com.example.app435,29,15,18,0,0,2,0,2,1,2,3.905,0,0
com.example.app436,26,18,18,3,0,5,0,1,0,6,2.809,0,1
com.example.app437,21,15,18,6,0,1,0,2,0,4,2.423,0,1
com.example.app438,31,19,18,7,1,6,0,5,0,1,3.081,1,1
com.example.app439,23,17,18,5,0,0,0,2,0,8,2.53,0,0
com.example.app440,28,19,18,2,0,5,1,2,1,0,2.639,1,1
com.example.app441,26,21,18,0,0,0,1,3,1,10,2.901,1,1
com.example.app442,28,21,18,3,0,4,0,0,0,9,3.329,0,0
com.example.app443,31,19,18,0,0,4,0,2,1,0,2.867,0,0
com.example.app444,28,16,18,4,0,5,0,1,1,0,4.36,0,1
com.example.app445,26,16,18,6,0,0,0,2,1,10,3.716,0,0
com.example.app446,23,18,18,5,0,1,0,0,1,3,4.156,0,0
com.example.app447,23,18,18,2,0,4,0,3,0,2,3.818,0,1
com.example.app448,30,18,18,7,0,6,0,4,0,3,2.267,0,1
com.example.app449,28,19,18,3,0,0,0,3,0,8,4.115,0,0
com.example.app450,29,16,18,7,0,1,0,0,1,0,4.314,0,0
com.example.app451,26,21,18,3,1,3,0,4,0,7,5.019,0,1
com.example.app452,19,19,18,5,0,5,0,2,1,0,3.302,0,1
com.example.app453,19,16,18,8,0,5,1,1,1,0,2.475,0,1
com.example.app454,28,17,18,2,0,4,0,3,1,7,4.075,0,1
com.example.app455,21,16,18,2,0,2,0,0,1,3,4.206,1,0
com.example.app456,29,21,18,1,1,5,0,3,1,6,4.617,0,1
com.example.app457,23,18,18,6,1,1,0,4,1,2,3.205,1,1
com.example.app458,19,18,18,4,0,3,0,0,1,3,2.009,0,0
com.example.app459,19,18,18,7,0,0,0,2,0,10,3.189,0,0
com.example.app460,21,19,18,3,0,2,0,2,1,0,2.462,1,1
com.example.app461,29,15,18,0,0,6,0,1,0,1,3.042,1,1
com.example.app462,28,19,18,2,0,5,0,4,0,4,2.807,0,1
com.example.app463,21,18,18,1,0,1,0,4,0,6,3.312,0,0
com.example.app464,19,15,18,1,0,5,0,3,1,6,3.522,0,1
com.example.app465,29,16,18,8,0,3,0,0,1,4,4.448,1,1
com.example.app466,19,18,18,3,0,3,0,1,1,10,2.531,0,0
com.example.app467,28,17,18,4,0,4,0,0,1,5,2.99,0,1
com.example.app468,19,16,18,5,0,5,0,2,0,2,3.204,0,1
com.example.app469,29,18,18,0,0,2,0,3,1,0,2.521,0,0
com.example.app470,29,15,18,4,0,2,0,3,1,9,3.514,0,0
com.example.app471,21,17,18,0,0,0,0,1,0,4,2.54,0,0
com.example.app472,21,17,18,3,0,3,0,3,1,2,2.476,0,1
com.example.app473,28,17,18,1,0,4,0,0,1,7,2.969,0,0
com.example.app474,21,15,18,0,0,4,0,1,1,1,3.301,0,0
com.example.app475,28,15,18,3,0,1,0,2,1,10,2.294,1,1
com.example.app476,28,15,18,8,0,1,0,2,0,4,3.435,1,1
com.example.app477,28,19,18,8,0,1,1,4,0,6,2.134,0,1
com.example.app478,23,21,18,5,0,6,0,3,1,1,4.434,0,1
com.example.app479,31,19,18,1,0,5,0,2,1,7,3.176,0,0
com.example.app480,23,19,18,5,0,5,0,1,1,5,3.133,1,1
com.example.app481,31,15,18,7,0,1,0,1,1,8,2.257,0,1
com.example.app482,21,17,18,1,0,4,0,2,0,3,3.37,0,0
com.example.app483,30,15,18,3,0,4,0,4,1,5,3.361,0,1
com.example.app484,21,21,18,1,0,3,0,0,0,4,4.39,1,0
com.example.app485,21,21,18,5,0,5,1,1,0,9,4.258,0,1
com.example.app486,19,16,18,7,0,3,0,2,0,5,2.749,0,1
com.example.app487,28,18,18,1,0,4,0,2,0,4,2.156,0,0
com.example.app488,19,15,18,5,1,2,0,3,1,6,4.363,0,1
com.example.app489,30,18,18,8,0,1,0,0,0,5,4.1,1,1
com.example.app490,23,16,18,1,0,1,0,2,0,2,2.212,0,0
com.example.app491,30,18,18,2,0,3,0,2,0,2,3.062,1,1
com.example.app492,31,21,18,8,0,4,0,0,0,7,3.762,1,1
com.example.app493,31,21,18,2,0,4,0,4,1,7,3.292,0,1
com.example.app494,21,16,18,1,0,4,0,1,0,5,3.338,1,1
com.example.app495,31,19,18,5,0,6,0,0,1,9,3.874,0,1
com.example.app496,28,15,18,2,0,5,0,4,1,4,3.212,1,1
com.example.app497,21,17,18,2,0,2,0,0,0,2,4.275,0,0
com.example.app498,31,17,18,4,0,1,0,3,1,5,4.46,0,0
com.example.app499,23,18,18,6,0,3,0,0,1,5,2.136,0,1
